Review Title,Review Description,Review Rating,Sentiment,Review,scores,compound,SIA_sentiment_type
landing point hi tea,love enjoy hi tea experience one best singapore food good usual staff extremely attentive helpful ambiance great always tips remember ask sofa seats group,5,2,landing point hi tealove enjoy hi tea experience one best singapore food good usual staff extremely attentive helpful ambiance great always tips remember ask sofa seats group,"{'neg': 0.0, 'neu': 0.557, 'pos': 0.443, 'compound': 0.9551}",0.9551,2
superb ambience,lovely afternoon enjoying girly hi session special thanks great friendly staffs always taking care us absolute pleasurable afternoon special thanks daniel rose tyson food quality like excellent,5,2,superb ambiencelovely afternoon enjoying girly hi session special thanks great friendly staffs always taking care us absolute pleasurable afternoon special thanks daniel rose tyson food quality like excellent,"{'neg': 0.0, 'neu': 0.292, 'pos': 0.708, 'compound': 0.9897}",0.9897,2
afternoon tea,extremely wonderful time landing point great service provided servers celebrating honeymoon surprised us cake us pleased everything,5,2,afternoon teaextremely wonderful time landing point great service provided servers celebrating honeymoon surprised us cake us pleased everything,"{'neg': 0.0, 'neu': 0.444, 'pos': 0.556, 'compound': 0.946}",0.946,2
perfect evening date,place good spot celebrate birthday dinner team provided complimentary cake view gorgeous definitely recommend ordered beef cheek fish chips would preferred menu option steak great place drinks photos,5,2,perfect evening dateplace good spot celebrate birthday dinner team provided complimentary cake view gorgeous definitely recommend ordered beef cheek fish chips would preferred menu option steak great place drinks photos,"{'neg': 0.0, 'neu': 0.454, 'pos': 0.546, 'compound': 0.9788}",0.9788,2
celebration wife birthday,ambience view awesome could almost degree view surrounding mbs shenton area lighted buildings food menu variety complete restaurant offer quality items service excellent indicated occasion small birthday cake prepared wife waitress secretly took family photo us printed wrote note us kind gesture ended evening sweet note back certainly,5,2,celebration wife birthdayambience view awesome could almost degree view surrounding mbs shenton area lighted buildings food menu variety complete restaurant offer quality items service excellent indicated occasion small birthday cake prepared wife waitress secretly took family photo us printed wrote note us kind gesture ended evening sweet note back certainly,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.9552}",0.9552,2
best service ever received,stay far superb fanstatic service way check dinner lantern shoutout yugen ummar michelle lantern team deo anna thanks making surprise fianc celebration super success loved especially going way accomodating last min request kudos fbh team would definitely come back stay,5,2,best service ever receivedstay far superb fanstatic service way check dinner lantern shoutout yugen ummar michelle lantern team deo anna thanks making surprise fianc celebration super success loved especially going way accomodating last min request kudos fbh team would definitely come back stay,"{'neg': 0.0, 'neu': 0.525, 'pos': 0.475, 'compound': 0.9846}",0.9846,2
great service,happy see reopening lantern retained charm excellent service special thanks loges anna made visit memorable course unbeatable ambience look forward returning,5,2,great servicehappy see reopening lantern retained charm excellent service special thanks loges anna made visit memorable course unbeatable ambience look forward returning,"{'neg': 0.0, 'neu': 0.482, 'pos': 0.518, 'compound': 0.9451}",0.9451,2
wedding night well spent,fantastic stay newlyweds service impeccable breakfast pastries next level asenth door man especially sweet put smiles faces remembered us every time came back meals vanessa front desk also gem asking felt unwell first night absolutely love view room attached pic unbeatable,5,2,wedding night well spentfantastic stay newlyweds service impeccable breakfast pastries next level asenth door man especially sweet put smiles faces remembered us every time came back meals vanessa front desk also gem asking felt unwell first night absolutely love view room attached pic unbeatable,"{'neg': 0.0, 'neu': 0.751, 'pos': 0.249, 'compound': 0.9224}",0.9224,2
memorable wife birthday celebration,st time us staycation fullerton bay hotel blown away billion dollar view balcony literally sleep bed looking marina bay sands son enjoyed swim rooftop dancing beat beside lantern bar much varieties food surrounding hotel birthday celebration monti beside hotel ended fabulous pictures mbs backdrop service staffs awesome moment step hotel must visit next time aiming room jacuzzi facing mbs rooms choose definitely deserved star ratings,5,2,memorable wife birthday celebrationst time us staycation fullerton bay hotel blown away billion dollar view balcony literally sleep bed looking marina bay sands son enjoyed swim rooftop dancing beat beside lantern bar much varieties food surrounding hotel birthday celebration monti beside hotel ended fabulous pictures mbs backdrop service staffs awesome moment step hotel must visit next time aiming room jacuzzi facing mbs rooms choose definitely deserved star ratings,"{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.926}",0.926,2
excellent service n wonderful memories fullerton bay hotel,one best hotel stayed staffs polite pleasant check super fast already list guests expect stepped hotel entrance room clean view fantastic left requested complimentary car park coupon staff asenth entrance n really helpful n help us get within minutes love smiles got,5,2,excellent service n wonderful memories fullerton bay hotelone best hotel stayed staffs polite pleasant check super fast already list guests expect stepped hotel entrance room clean view fantastic left requested complimentary car park coupon staff asenth entrance n really helpful n help us get within minutes love smiles got,"{'neg': 0.0, 'neu': 0.451, 'pos': 0.549, 'compound': 0.9914}",0.9914,2
wonderful stay fullerton bay,great staycation fullerton bay hotel jan staff friendly especially mr asenth always welcome us warmly hotel front door made us felt back home room spacious view overlooking mbs spectacular definitely come back staycation,5,2,wonderful stay fullerton baygreat staycation fullerton bay hotel jan staff friendly especially mr asenth always welcome us warmly hotel front door made us felt back home room spacious view overlooking mbs spectacular definitely come back staycation,"{'neg': 0.0, 'neu': 0.67, 'pos': 0.33, 'compound': 0.936}",0.936,2
wonderful stay,overall husband fantastic stay great experience friendly staff michelle ummar asenth room stayed spectacular view day night would definitely recommend others would unquestionably back thank,5,2,wonderful stayoverall husband fantastic stay great experience friendly staff michelle ummar asenth room stayed spectacular view day night would definitely recommend others would unquestionably back thank,"{'neg': 0.0, 'neu': 0.46, 'pos': 0.54, 'compound': 0.9694}",0.9694,2
visit drinks,great friendly service loges germa anna great time celebrating bachelorette party good food ambience scenery great place see singapore view definitely come,5,2,visit drinksgreat friendly service loges germa anna great time celebrating bachelorette party good food ambience scenery great place see singapore view definitely come,"{'neg': 0.0, 'neu': 0.406, 'pos': 0.594, 'compound': 0.9732}",0.9732,2
great service attention detail,ordered wagyu steak lobster roll maine lobster hokkaido scallops preparation food good pace bread served immediately wait long dishes served tasted great especially maine lobster hokkaido scallops service staff emma arianne ida attentive friendly atmospherics pleasant comfortable emma deserved extra praise efforts prepare surprise elements birthday dinner wife felt served sia flight attendants room improvements may suggest play chinese new year songs please maybe light jazz instrumentals suit restaurant better also table menu made use fine curved,5,2,great service attention detailordered wagyu steak lobster roll maine lobster hokkaido scallops preparation food good pace bread served immediately wait long dishes served tasted great especially maine lobster hokkaido scallops service staff emma arianne ida attentive friendly atmospherics pleasant comfortable emma deserved extra praise efforts prepare surprise elements birthday dinner wife felt served sia flight attendants room improvements may suggest play chinese new year songs please maybe light jazz instrumentals suit restaurant better also table menu made use fine curved,"{'neg': 0.0, 'neu': 0.636, 'pos': 0.364, 'compound': 0.9885}",0.9885,2
